CUSTOMER_ID,CHATBOT_USAGE_COUNT,LAST_CHATBOT_INTERACTION,EMAIL_OPENED_COUNT,CLICKED_AD_CAMPAIGNS,PARTICIPATED_IN_SURVEY,PREFERRED_CHANNEL,LOYALTY_PROGRAM_STATUS,MARKETING_RESPONSIVENESS,REFERRAL_LIKELIHOOD,GENDER,TENURE_MONTHS,TOTAL_TRANSACTIONS,TOTAL_UNITS_PURCHASED,TOTAL_SPEND,AVG_RATING,FIRST_PURCHASE_DATE,LAST_PURCHASE_DATE
14390,3,14/2/2024,1,1,false,SMS,None,High,Very Likely,M,37,15,21,1399.97,3.533333,20/01/2024,20/01/2024
14782,2,28/12/2024,6,3,false,Chatbot,Bronze,Moderate,Unlikely,M,12,3,8,462.97,1.333333,13/10/2024,13/10/2024
14113,3,17/7/2024,2,0,false,SMS,Gold,High,Very Likely,M,23,5,26,793,2.800000,12/05/2024,7/06/2024
15596,3,16/7/2024,3,1,true,Email,None,High,Likely,F,39,25,118,1477.21,2.640000,20/04/2024,9/12/2024
17449,2,17/7/2024,3,2,false,Chatbot,Bronze,High,Very Likely,F,24,35,92,3111.33,3.114286,6/04/2024,6/05/2024
13473,1,28/11/2024,5,3,false,Email,None,Low,Unlikely,F,5,10,56,212.04,2.300000,16/08/2024,16/08/2024
14708,7,29/8/2024,5,1,false,Email,Gold,High,Very Likely,F,16,10,51,1092.75,2.800000,24/05/2024,3/07/2024
15854,4,9/11/2024,2,2,false,Email,Bronze,High,Likely,M,44,14,22,1472.87,2.785714,12/08/2024,9/04/2024
17999,3,19/11/2024,2,2,true,Email,Gold,High,Very Likely,F,30,22,246,2426.43,2.045455,4/07/2024,4/07/2024
17179,4,18/12/2024,7,3,true,Email,None,Moderate,Unlikely,F,31,5,5,210,2.400000,17/05/2024,17/05/2024
16858,3,10/4/2024,4,3,false,Email,Silver,Low,Unlikely,F,47,7,7,21.95,3.285714,3/04/2024,3/04/2024
14001,2,6/12/2024,7,4,false,SMS,Silver,Moderate,Likely,F,10,4,12,294.36,2.500000,1/09/2024,1/09/2024
15033,2,22/4/2024,7,3,false,Chatbot,None,High,Likely,M,10,28,58,1130.22,2.714286,9/01/2024,9/01/2024
16221,4,22/9/2024,4,3,true,Chatbot,Silver,Moderate,Likely,F,9,9,170,491.26,2.777778,21/03/2024,21/03/2024
13230,3,1/7/2024,2,1,false,Chatbot,None,High,Likely,M,30,41,189,3706.4,3.048780,10/09/2024,21/04/2024
12395,3,17/8/2024,5,0,false,SMS,Gold,High,Likely,F,10,16,43,697.42,2.937500,2/09/2024,28/06/2024
15226,1,16/12/2024,5,5,true,Social Media,Bronze,Moderate,Likely,F,37,3,4,412.41,3.333333,12/12/2024,12/12/2024
15922,2,21/12/2024,6,3,false,Chatbot,Bronze,Low,Unlikely,M,29,6,9,167.95,3.166667,1/10/2024,1/10/2024
16897,1,28/12/2024,2,2,false,Email,Silver,High,Likely,M,49,12,14,1887.78,3.166667,22/11/2024,22/11/2024
12594,8,30/11/2024,5,0,true,Email,Bronze,Moderate,Unlikely,F,13,2,2,7,4.000000,30/09/2024,30/09/2024
14842,3,31/12/2024,6,1,false,Email,Bronze,Low,Unlikely,F,14,1,1,11.2,2.000000,27/12/2024,27/12/2024
13115,4,3/9/2024,6,3,false,SMS,Silver,Low,Unlikely,F,26,,,,,,
17428,1,20/4/2024,2,2,false,Email,Bronze,High,Likely,F,14,21,29,773.02,2.809524,13/05/2024,8/01/2024
12908,1,21/12/2024,3,3,false,Chatbot,None,Low,Unlikely,M,32,1,1,79,4.000000,29/11/2024,29/11/2024
13627,1,14/10/2024,4,1,false,Chatbot,None,Moderate,Likely,F,49,6,12,612.88,2.333333,25/06/2024,25/06/2024
16843,1,18/10/2024,7,3,true,Chatbot,None,Moderate,Likely,M,31,10,47,1060.86,3.300000,9/06/2024,9/07/2024
16125,3,2/9/2024,4,2,false,Email,Bronze,Moderate,Unlikely,M,22,7,15,890.93,3.428571,26/03/2024,26/03/2024
12637,1,22/11/2024,8,0,false,Social Media,Silver,High,Likely,F,13,38,63,2225.1,2.578947,11/05/2024,26/09/2024
17404,1,6/9/2024,4,0,false,Chatbot,None,High,Very Likely,F,11,24,70,2073.25,2.791667,16/11/2024,30/05/2024
16550,4,28/8/2024,6,0,false,Email,Bronze,High,Likely,F,34,22,105,2040.64,2.863636,14/03/2024,14/03/2024
16918,3,9/8/2024,5,2,false,Email,Silver,High,Very Likely,M,47,15,41,1893.87,2.733333,11/03/2024,11/04/2024
15339,3,1/11/2024,8,3,false,SMS,Bronze,High,Likely,F,47,25,34,3883.58,4.200000,23/10/2024,23/10/2024
14460,3,14/12/2024,10,0,false,SMS,Silver,Low,Unlikely,F,38,1,2,303.76,2.000000,12/12/2024,12/12/2024
15358,4,13/9/2024,6,2,true,Email,None,High,Very Likely,F,35,57,120,4634.23,3.052632,11/04/2024,4/11/2024
17819,4,5/7/2024,4,1,false,Chatbot,Silver,Moderate,Likely,M,13,6,7,136.17,2.500000,2/06/2024,5/08/2024
17373,5,9/12/2024,5,2,false,SMS,Bronze,High,Likely,M,11,12,37,1243.78,2.833333,28/11/2024,28/11/2024
13313,2,18/7/2024,2,4,false,Email,None,Low,Unlikely,M,42,9,11,109.1,2.222222,16/07/2024,16/07/2024
16403,2,14/12/2024,6,1,false,Social Media,Bronze,Moderate,Likely,F,26,1,3,52.77,2.000000,30/11/2024,30/11/2024
17311,2,27/10/2024,2,2,false,Email,Bronze,High,Likely,F,6,12,15,1835,3.333333,11/07/2024,11/07/2024
16500,3,25/11/2024,6,1,false,SMS,Gold,Low,Neutral,M,6,,,,,,
12500,2,17/11/2024,1,3,false,SMS,Silver,Moderate,Unlikely,F,46,4,4,50.76,3.000000,13/08/2024,13/08/2024
16442,2,17/12/2024,7,0,false,SMS,Silver,High,Very Likely,F,46,26,30,2386.6,3.307692,22/05/2024,23/05/2024
17880,3,19/6/2024,4,2,true,Email,Bronze,High,Very Likely,M,12,13,19,1276.55,2.307692,24/04/2024,24/04/2024
13064,1,9/12/2024,6,2,false,Social Media,Silver,Low,Neutral,M,15,11,16,237.53,1.909091,9/06/2024,9/06/2024
17855,6,14/10/2024,7,4,true,Email,Bronze,Low,Unlikely,F,13,5,5,375.91,2.200000,17/01/2024,17/01/2024
16048,7,23/6/2024,6,0,true,Email,None,Moderate,Likely,M,12,5,6,468.14,2.200000,13/01/2024,13/01/2024
15159,5,5/11/2024,5,1,true,Social Media,None,High,Very Likely,F,29,39,58,4430.56,3.384615,18/11/2024,9/01/2024
12422,4,11/11/2024,2,1,false,Social Media,Bronze,High,Likely,M,50,8,93,879.64,3.500000,19/09/2024,20/09/2024
16086,1,12/9/2024,10,1,true,Social Media,Silver,Moderate,Unlikely,F,47,7,7,682.18,3.857143,22/03/2024,22/03/2024
15365,3,24/11/2024,4,1,false,Email,Gold,Moderate,Unlikely,M,30,8,9,1320.99,3.000000,20/11/2024,20/11/2024
13941,3,27/12/2024,6,2,false,Email,Silver,Moderate,Likely,F,38,4,6,408.49,3.500000,17/01/2024,17/01/2024
12477,4,26/12/2024,7,7,true,SMS,Silver,Low,Neutral,F,10,2,2,252.79,2.500000,12/05/2024,12/05/2024
16013,5,30/4/2024,6,2,true,Email,Bronze,Low,Neutral,M,31,1,1,15.99,2.000000,8/01/2024,8/01/2024
17696,1,20/2/2024,0,3,false,SMS,None,Moderate,Likely,F,2,7,8,827.26,2.428571,23/04/2024,8/01/2024
16567,3,14/1/2024,4,0,false,SMS,Silver,High,Very Likely,F,20,15,21,1455.1,3.400000,8/01/2024,8/01/2024
12935,2,8/12/2024,3,5,false,SMS,Bronze,Moderate,Unlikely,F,23,16,32,438.13,2.375000,16/10/2024,16/10/2024
17256,3,31/8/2024,3,5,true,Email,None,Moderate,Unlikely,F,43,3,3,353.7,2.666667,12/01/2024,12/01/2024
14821,2,29/10/2024,8,1,false,Email,None,Low,Unlikely,M,41,1,1,119,2.000000,27/03/2024,27/03/2024
13581,6,20/12/2024,3,2,false,Email,Bronze,Low,Unlikely,F,47,6,6,283.93,2.333333,19/12/2024,19/12/2024
15211,3,26/6/2024,8,3,false,SMS,Bronze,Moderate,Unlikely,M,40,15,88,584.37,2.733333,20/04/2024,20/04/2024
13000,1,30/4/2024,6,2,false,Email,Bronze,Moderate,Unlikely,M,32,3,4,360.99,3.333333,24/04/2024,24/04/2024
17418,3,3/11/2024,8,2,true,Chatbot,Silver,Moderate,Likely,M,26,5,21,335.41,2.400000,27/09/2024,27/09/2024
15240,1,31/10/2024,6,0,true,Chatbot,None,High,Likely,M,40,8,15,1292.57,2.750000,12/04/2024,31/01/2024
15270,3,26/12/2024,8,3,false,Email,Silver,Moderate,Likely,F,36,4,4,351.24,2.250000,13/12/2024,13/12/2024
12359,3,11/10/2024,4,4,true,SMS,Silver,Moderate,Likely,M,41,7,38,177.84,2.285714,23/08/2024,23/08/2024
16255,4,11/5/2024,7,4,false,Email,None,High,Very Likely,M,7,24,42,1659.35,2.916667,17/07/2024,18/04/2024
15880,5,20/7/2024,9,2,false,Email,Bronze,High,Very Likely,F,33,52,582,7195.2,3.673077,21/02/2024,23/02/2024
13174,2,29/10/2024,5,2,false,SMS,Silver,High,Very Likely,M,25,125,390,12077.15,3.320000,13/11/2024,3/04/2024
13767,6,11/10/2024,6,2,false,Chatbot,Bronze,High,Very Likely,F,29,49,137,3549.41,3.040816,1/03/2024,6/01/2024
17456,2,17/8/2024,4,2,true,Social Media,Bronze,Moderate,Likely,F,34,7,53,429.51,2.571429,19/04/2024,19/04/2024
15260,3,16/3/2024,2,1,false,SMS,Bronze,Moderate,Likely,F,45,3,5,353.01,1.666667,20/01/2024,20/01/2024
13211,3,30/10/2024,7,1,false,Email,Silver,Low,Unlikely,F,33,,,,,,
13800,3,31/12/2024,3,3,false,Email,None,High,Very Likely,F,27,17,37,1419.4,2.705882,18/12/2024,18/12/2024
13901,5,29/11/2024,5,1,false,Chatbot,None,High,Likely,F,10,8,10,622.78,2.750000,18/10/2024,18/10/2024
16168,3,23/10/2024,5,3,false,Email,Bronze,Low,Unlikely,M,24,,,,,,
13284,0,,6,5,false,Email,None,Moderate,Likely,F,14,8,12,237.3,2.875000,25/08/2024,25/08/2024
15100,1,28/12/2024,5,2,false,Chatbot,Bronze,Moderate,Likely,M,49,1,5,745,4.000000,19/06/2024,19/06/2024
17491,2,25/10/2024,3,1,true,Chatbot,None,Moderate,Unlikely,F,31,5,5,99.26,3.200000,15/09/2024,21/03/2024
13253,4,3/8/2024,5,3,false,Chatbot,None,Moderate,Likely,M,38,6,17,58.25,3.000000,19/07/2024,19/07/2024
13090,5,16/3/2024,6,2,false,Email,None,Moderate,Likely,M,4,6,11,1038.03,2.833333,13/04/2024,30/09/2024
17706,1,17/6/2024,4,2,false,Social Media,Silver,High,Very Likely,M,29,12,33,919.83,3.000000,29/03/2024,29/03/2024
13104,6,29/10/2024,3,4,false,SMS,None,Low,Neutral,F,20,1,1,119,2.000000,7/06/2024,7/06/2024
13238,1,31/8/2024,4,1,false,Chatbot,Silver,Low,Unlikely,M,19,1,1,79,4.000000,31/05/2024,31/05/2024
17682,2,22/6/2024,5,3,false,Email,Bronze,Moderate,Unlikely,M,39,8,39,624.16,3.000000,13/03/2024,13/03/2024
17949,2,4/11/2024,5,1,true,Email,Silver,Low,Unlikely,F,15,,,,,,
13922,1,16/11/2024,3,2,true,SMS,None,Low,Neutral,F,11,3,3,11.99,2.666667,14/07/2024,14/07/2024
13126,4,14/8/2024,4,2,true,SMS,Bronze,High,Very Likely,F,37,18,21,951.12,2.277778,19/07/2024,29/03/2024
13110,5,11/11/2024,6,3,true,Email,None,High,Likely,F,36,9,25,355.42,2.666667,12/10/2024,12/10/2024
13148,4,1/6/2024,7,3,false,Email,Bronze,High,Very Likely,M,16,68,101,9700.07,3.808824,23/11/2024,7/12/2024
17644,5,23/8/2024,8,5,false,Chatbot,Bronze,Low,Unlikely,F,5,2,2,27.18,2.500000,10/05/2024,10/05/2024
13178,4,27/9/2024,5,2,false,Email,None,High,Very Likely,F,9,18,21,916.82,2.833333,25/05/2024,25/05/2024
13869,1,30/8/2024,3,2,false,Email,None,High,Very Likely,F,6,39,608,8275.47,3.538462,27/11/2024,28/06/2024
13145,2,24/3/2024,5,3,false,SMS,Silver,Low,Neutral,F,4,,,,,,
15290,2,7/5/2024,4,7,true,SMS,Bronze,High,Very Likely,F,3,9,11,326.76,2.666667,26/08/2024,6/11/2024
17676,4,2/10/2024,2,1,true,Email,Bronze,Moderate,Likely,M,15,15,57,966.71,2.266667,4/05/2024,4/05/2024
17442,3,1/11/2024,5,4,false,Social Media,None,Low,Unlikely,M,34,,,,,,
15987,1,22/11/2024,8,1,false,Email,Bronze,Moderate,Unlikely,F,32,5,6,156.94,2.000000,3/04/2024,3/04/2024
16782,3,1/8/2024,6,2,false,Chatbot,None,High,Likely,F,45,53,1030,5976.62,3.132075,11/05/2024,6/05/2024
17675,0,,7,4,true,Email,None,High,Very Likely,F,17,27,88,2933.99,2.777778,12/04/2024,23/04/2024
15179,4,3/11/2024,5,4,true,SMS,None,High,Likely,F,19,21,31,1609.44,3.238095,15/10/2024,16/10/2024
14684,3,3/11/2024,6,3,false,SMS,None,High,Likely,F,4,19,171,1498.73,2.421053,5/08/2024,5/08/2024
16618,3,23/9/2024,4,0,false,Email,Silver,High,Likely,F,11,17,22,2150.55,3.117647,10/02/2024,10/03/2024
14761,6,24/12/2024,3,4,true,Email,Bronze,Moderate,Likely,F,17,5,114,825.14,2.400000,8/09/2024,8/09/2024
14437,6,29/12/2024,4,5,true,Email,None,Moderate,Likely,F,3,4,4,154.81,2.500000,4/11/2024,4/11/2024
17951,0,,6,2,false,Chatbot,Gold,Moderate,Unlikely,F,36,4,4,441.69,3.500000,1/07/2024,7/08/2024
16779,4,24/3/2024,1,5,false,Email,Bronze,High,Very Likely,M,11,32,141,1894.76,2.500000,12/01/2024,8/03/2024
17659,2,10/6/2024,5,1,false,Email,None,Moderate,Likely,F,33,7,118,448.34,3.000000,29/01/2024,29/01/2024
16210,1,23/12/2024,6,1,false,Email,None,High,Likely,M,49,22,28,1660.26,3.181818,1/06/2024,5/12/2024
15983,2,20/11/2024,4,2,false,Social Media,None,High,Likely,M,25,31,118,2623.89,2.483871,1/05/2024,4/12/2024
16607,0,,2,2,false,Email,Gold,High,Likely,F,31,3,7,576.77,3.000000,13/06/2024,13/06/2024
17082,1,21/11/2024,9,1,false,SMS,Gold,High,Likely,F,30,10,31,134.06,2.400000,26/10/2024,27/10/2024
16638,2,19/2/2024,6,2,true,SMS,Bronze,Moderate,Likely,F,34,9,27,254.52,2.888889,3/04/2024,9/02/2024
17126,5,5/4/2024,3,5,true,Chatbot,Bronze,High,Very Likely,F,32,31,108,2321.39,2.645161,5/04/2024,5/05/2024
17621,5,5/9/2024,4,2,false,Email,Silver,High,Very Likely,M,25,9,14,1324.97,2.777778,29/11/2024,7/08/2024
17362,0,,4,0,false,Social Media,None,Moderate,Unlikely,F,46,7,8,678.42,2.571429,16/12/2024,16/12/2024
17920,3,2/4/2024,6,2,false,Email,Silver,High,Very Likely,F,18,56,346,5897.92,3.428571,1/04/2024,21/11/2024
16919,1,18/7/2024,4,5,false,Email,None,High,Likely,F,10,31,216,2646.21,2.903226,3/10/2024,31/05/2024
16705,1,16/2/2024,3,4,false,Email,None,High,Likely,F,18,33,153,1621.91,3.242424,12/08/2024,7/06/2024
12676,5,18/10/2024,6,5,false,Email,None,Moderate,Unlikely,F,38,5,6,450,2.800000,12/10/2024,12/10/2024
17356,4,24/9/2024,6,2,true,Email,Silver,Moderate,Unlikely,F,8,8,8,589.94,2.250000,12/05/2024,12/05/2024
16109,1,31/12/2024,6,2,true,Chatbot,None,Low,Unlikely,F,50,1,2,303.76,4.000000,24/12/2024,24/12/2024
16735,2,26/12/2024,4,3,true,SMS,None,High,Likely,M,42,27,106,1585.78,2.703704,8/09/2024,8/10/2024
13385,3,15/9/2024,5,2,true,Chatbot,Silver,High,Very Likely,F,26,20,93,1328.39,2.400000,30/08/2024,30/08/2024
12842,2,29/12/2024,2,1,false,Email,None,High,Very Likely,F,27,11,15,2330.15,2.818182,23/12/2024,23/12/2024
17338,1,24/9/2024,6,4,false,SMS,Silver,High,Very Likely,F,40,52,227,2696.86,2.846154,15/05/2024,24/08/2024
17507,4,24/12/2024,5,2,false,SMS,Bronze,High,Likely,F,25,24,32,2969.35,2.958333,19/12/2024,20/12/2024
17334,4,25/12/2024,6,1,false,Email,None,Moderate,Likely,F,8,5,9,850.53,2.600000,20/12/2024,20/12/2024
15426,2,20/4/2024,6,2,false,SMS,Bronze,High,Very Likely,F,17,51,208,3285.42,2.843137,24/02/2024,25/02/2024
13369,2,8/12/2024,7,3,true,Social Media,Bronze,Moderate,Likely,F,24,5,5,339.37,3.000000,4/12/2024,4/12/2024
17227,8,5/12/2024,7,2,false,Chatbot,None,Low,Unlikely,F,19,1,1,3.5,3.000000,3/05/2024,3/05/2024
17849,3,9/11/2024,4,3,false,Email,None,Moderate,Likely,M,8,6,17,772.18,2.500000,14/08/2024,14/08/2024
14662,2,10/12/2024,5,2,true,Chatbot,None,High,Very Likely,M,36,11,48,1922.8,3.545455,15/11/2024,15/11/2024
13319,7,11/9/2024,7,2,false,Chatbot,Gold,High,Likely,F,27,42,81,2397.1,2.666667,17/07/2024,7/12/2024
16873,2,5/5/2024,1,2,false,SMS,Silver,High,Very Likely,M,6,28,34,1049.99,2.714286,5/02/2024,5/02/2024
12539,3,26/12/2024,6,3,false,Chatbot,Silver,High,Likely,M,13,81,217,8294.7,3.481481,11/07/2024,8/12/2024
14667,4,2/7/2024,4,3,false,Chatbot,None,High,Likely,F,30,90,984,14997.86,2.888889,13/03/2024,9/12/2024
12649,4,29/9/2024,6,3,true,Email,None,Low,Unlikely,M,33,1,1,12.79,3.000000,18/04/2024,18/04/2024
14540,5,31/12/2024,4,0,true,Email,None,Moderate,Likely,F,12,4,4,392.02,3.500000,19/12/2024,19/12/2024
15919,3,1/11/2024,7,2,false,Email,Bronze,High,Likely,F,24,24,294,1824.66,2.958333,3/06/2024,3/06/2024
14092,4,5/12/2024,5,3,false,SMS,None,High,Likely,F,41,33,81,1512.1,2.787879,10/04/2024,20/06/2024
14159,4,12/11/2024,7,4,true,Chatbot,None,High,Likely,F,13,22,64,649.86,2.545455,5/04/2024,5/04/2024
14088,5,16/8/2024,4,0,false,Email,Bronze,High,Very Likely,M,39,45,232,5429.29,3.377778,10/03/2024,10/03/2024
17402,2,13/4/2024,5,3,false,SMS,Bronze,High,Likely,F,37,8,139,1188.9,2.500000,28/02/2024,28/02/2024
12645,3,10/11/2024,4,1,false,Chatbot,Bronze,High,Very Likely,F,50,8,52,1333.8,3.375000,11/10/2024,11/10/2024
18085,5,4/8/2024,5,2,true,Email,Gold,High,Very Likely,M,34,13,48,1095.52,2.461538,1/05/2024,29/08/2024
17975,2,6/7/2024,1,1,false,SMS,Bronze,High,Very Likely,M,6,51,426,4850.83,2.647059,12/12/2024,29/03/2024
17375,2,28/5/2024,3,1,false,SMS,None,High,Very Likely,M,21,24,83,2480.68,3.041667,12/03/2024,19/05/2024
16767,1,7/11/2024,2,1,true,Email,None,High,Very Likely,M,29,27,51,3435.88,3.000000,11/10/2024,11/10/2024
12727,5,6/12/2024,4,1,false,Email,None,Moderate,Unlikely,M,6,10,15,764.03,2.700000,10/11/2024,10/11/2024
16817,3,29/8/2024,5,2,false,Chatbot,Bronze,High,Very Likely,M,20,8,25,787.41,3.000000,15/03/2024,6/02/2024
16943,1,3/12/2024,2,4,true,SMS,None,Moderate,Likely,M,34,6,9,670.4,2.666667,26/10/2024,26/10/2024
12682,0,,5,4,true,Social Media,Silver,High,Very Likely,F,33,58,85,6591.87,3.275862,12/09/2024,24/07/2024
14577,3,10/4/2024,5,4,true,Email,Silver,High,Very Likely,M,36,20,22,1365.17,3.050000,5/04/2024,5/04/2024
16771,3,16/8/2024,4,1,false,Social Media,None,High,Likely,M,39,50,191,5563.32,3.300000,13/12/2024,24/07/2024
16985,2,10/8/2024,3,1,false,Social Media,None,High,Likely,F,5,21,576,3000.36,2.952381,13/06/2024,23/11/2024
14047,3,1/3/2024,4,4,false,Email,None,Moderate,Likely,F,10,10,63,175.49,2.700000,17/01/2024,17/01/2024
16726,5,4/8/2024,3,2,false,Email,None,High,Likely,F,19,11,76,297.32,3.000000,16/05/2024,16/05/2024
14051,0,,6,0,true,Email,Silver,High,Very Likely,M,6,19,44,1045.29,2.789474,21/11/2024,7/10/2024
16043,1,4/11/2024,1,1,false,Email,Bronze,High,Very Likely,F,19,13,19,986.58,2.846154,28/10/2024,28/10/2024
14828,7,20/7/2024,7,0,false,Chatbot,None,Moderate,Likely,F,25,2,2,238,3.000000,8/02/2024,8/02/2024
14044,5,30/12/2024,4,1,false,Email,Bronze,High,Very Likely,M,49,19,29,3201.96,2.789474,16/12/2024,17/12/2024
14657,3,12/11/2024,5,2,false,Email,None,High,Very Likely,M,2,41,155,3902.89,3.000000,13/09/2024,13/09/2024
12755,1,25/12/2024,6,0,false,Chatbot,Bronze,Low,Neutral,F,37,,,,,,
12686,5,20/6/2024,5,3,false,Email,None,Low,Unlikely,M,30,4,5,461.96,2.500000,31/01/2024,31/01/2024
16016,4,29/11/2024,3,1,false,SMS,Silver,High,Likely,M,19,36,322,3586.56,3.416667,31/03/2024,4/01/2024
14692,6,29/11/2024,3,1,true,Email,Silver,High,Likely,F,16,13,20,1850.78,2.846154,10/04/2024,10/04/2024
14778,2,28/12/2024,6,3,false,Chatbot,None,High,Very Likely,M,26,8,9,1193.63,2.875000,21/12/2024,21/12/2024
16835,5,16/6/2024,1,1,false,Email,Bronze,Low,Neutral,M,11,5,59,437.85,1.800000,16/01/2024,16/01/2024
17306,3,11/8/2024,6,0,false,SMS,Bronze,Moderate,Unlikely,F,9,4,4,101.99,2.500000,10/04/2024,11/03/2024
14732,2,8/10/2024,5,1,false,Chatbot,Gold,Moderate,Likely,F,33,5,5,102.66,1.800000,18/07/2024,18/07/2024
14209,1,19/9/2024,1,2,false,Email,Silver,Moderate,Likely,F,29,8,13,448.73,2.500000,19/08/2024,19/08/2024
14101,5,19/12/2024,4,1,false,Email,Bronze,Low,Neutral,M,25,,,,,,
16722,4,4/10/2024,3,2,true,Chatbot,Gold,High,Likely,F,45,15,17,852.56,2.133333,3/12/2024,4/07/2024
15649,4,14/7/2024,6,3,false,Email,Gold,Low,Neutral,M,22,1,1,79,4.000000,19/03/2024,19/03/2024
17392,2,7/7/2024,5,1,false,Email,Gold,High,Likely,M,6,30,49,3283.45,3.466667,22/06/2024,28/12/2024
14723,6,5/8/2024,7,0,false,Email,Gold,High,Very Likely,M,4,52,221,3775.09,2.634615,2/06/2024,23/06/2024
12490,5,14/9/2024,6,1,false,Email,None,High,Likely,F,26,20,35,1474.76,2.350000,30/08/2024,30/08/2024
17381,4,6/8/2024,2,2,true,Email,Gold,Moderate,Likely,M,17,6,12,1028.53,2.833333,22/12/2024,3/04/2024
15953,3,15/5/2024,8,3,false,Email,Bronze,Moderate,Unlikely,M,23,14,597,2248.52,2.714286,22/08/2024,3/01/2024
17303,6,25/11/2024,7,0,true,Chatbot,Bronze,High,Likely,F,39,21,33,506.44,2.380952,16/05/2024,16/05/2024
14466,2,27/8/2024,4,0,false,Chatbot,Silver,High,Very Likely,F,18,10,11,1127.35,3.100000,21/12/2024,23/01/2024
16743,4,12/9/2024,3,3,true,Email,Bronze,High,Very Likely,F,9,12,100,730.8,2.500000,15/06/2024,15/06/2024
17259,3,14/12/2024,6,3,false,SMS,Silver,High,Very Likely,M,8,34,51,1763.99,2.705882,3/10/2024,3/11/2024
17888,0,,8,3,false,SMS,Silver,High,Very Likely,M,37,10,42,423.26,2.700000,31/10/2024,31/10/2024
12915,3,4/2/2024,4,1,false,Email,Gold,Moderate,Likely,F,3,6,9,762.97,2.666667,22/01/2024,22/01/2024
16133,2,19/11/2024,5,4,true,Social Media,Gold,Moderate,Likely,F,22,7,12,714.35,2.142857,15/11/2024,27/10/2024
16730,4,6/12/2024,6,1,true,Chatbot,Silver,Moderate,Unlikely,F,9,3,6,550.7,2.666667,16/10/2024,16/10/2024
17059,2,23/2/2024,5,3,true,SMS,Bronze,High,Likely,M,24,57,75,4194.2,3.263158,17/02/2024,18/02/2024
16700,3,10/11/2024,5,1,false,Chatbot,None,High,Very Likely,M,7,15,22,1557.38,2.466667,11/08/2024,4/10/2024
15224,3,21/12/2024,6,4,false,Email,Bronze,High,Likely,F,28,15,28,303.27,2.333333,19/06/2024,5/08/2024
15351,1,1/3/2024,6,1,true,Email,Bronze,High,Very Likely,F,29,23,791,7295.32,2.739130,14/02/2024,2/11/2024
14344,5,4/9/2024,3,2,false,Chatbot,None,High,Very Likely,F,15,7,22,1005.84,3.571429,3/06/2024,3/06/2024
18259,3,28/7/2024,11,1,false,SMS,Bronze,Low,Unlikely,F,5,1,1,10.39,2.000000,4/05/2024,4/05/2024
17897,3,7/12/2024,3,3,false,SMS,Gold,High,Likely,M,19,37,70,2722.75,2.945946,1/06/2024,26/03/2024
16863,4,29/4/2024,9,1,false,SMS,None,Moderate,Likely,F,22,3,4,220.76,3.000000,27/03/2024,27/03/2024
17223,3,13/4/2024,5,2,false,Social Media,Silver,High,Very Likely,F,10,20,49,1527.44,3.050000,14/12/2024,15/03/2024
17114,5,21/11/2024,9,0,false,Email,Bronze,High,Very Likely,M,19,16,48,1202.61,2.687500,8/08/2024,8/08/2024
16875,7,16/7/2024,3,2,false,Chatbot,Silver,High,Likely,F,3,13,93,1460.96,2.384615,16/07/2024,17/08/2024
12625,2,27/12/2024,3,0,false,Email,Silver,High,Likely,M,26,34,138,3767.89,3.176471,14/10/2024,16/12/2024
15916,9,12/12/2024,11,3,false,Email,Silver,High,Likely,F,37,21,39,1571.04,2.761905,29/08/2024,4/04/2024
17204,6,1/7/2024,6,0,false,Email,Silver,Low,Unlikely,F,29,1,1,119,3.000000,7/06/2024,7/06/2024
15899,6,25/6/2024,5,1,false,Email,None,Low,Unlikely,F,24,2,5,212.96,1.500000,3/04/2024,3/04/2024
16546,4,15/12/2024,2,3,false,Email,Bronze,Moderate,Likely,F,42,6,9,1040.86,3.666667,20/01/2024,29/01/2024
16665,3,7/11/2024,3,3,true,Email,None,Moderate,Likely,F,31,8,68,838.36,2.875000,5/10/2024,5/10/2024
17284,5,19/8/2024,2,5,true,SMS,None,High,Very Likely,F,38,76,151,2750.3,2.947368,8/04/2024,8/05/2024
17075,3,18/12/2024,4,1,true,Social Media,Bronze,Moderate,Unlikely,F,24,8,11,169.03,1.875000,31/10/2024,31/10/2024
16145,6,26/2/2024,5,5,false,Email,Gold,High,Likely,F,9,20,30,892.77,2.550000,20/07/2024,6/02/2024
15881,2,27/3/2024,4,1,false,Chatbot,Bronze,High,Very Likely,M,34,15,54,2281.37,2.800000,12/03/2024,30/04/2024
13488,6,6/8/2024,5,1,true,SMS,None,High,Likely,F,22,71,140,5609.53,3.140845,20/12/2024,23/08/2024
16030,0,,4,1,false,Email,Bronze,High,Very Likely,F,50,9,16,851.06,3.444444,16/12/2024,16/12/2024
15738,2,16/9/2024,3,3,true,Email,Silver,High,Likely,M,16,27,63,1501.27,2.777778,13/09/2024,28/11/2024
16456,6,27/12/2024,4,3,false,Email,Gold,High,Likely,M,47,33,132,4320.34,3.666667,1/11/2024,28/12/2024
15221,3,31/3/2024,3,1,false,Email,Silver,Moderate,Unlikely,F,7,3,3,100.77,2.666667,17/02/2024,17/02/2024
15356,2,26/8/2024,7,5,false,Email,Gold,High,Likely,F,32,58,452,4842.25,2.879310,14/03/2024,23/05/2024
16579,3,7/6/2024,5,0,true,Email,Bronze,Low,Unlikely,M,50,,,,,,
